Nom complet,Pays,Résultat,Sport,Epreuve,Médaille,Position
nadir colledani,ITA,Unknown,vtt,cross-country-h,NA,34
periklis ilias,GRE,Unknown,vtt,cross-country-h,NA,35
peng zhang,CHN,Unknown,vtt,cross-country-h,NA,36
ondrej cink,CZE,Unknown,vtt,cross-country-h,NA,Non classé
mathieu van der poel,NED,Unknown,vtt,cross-country-h,NA,Non classé
florian wellbROCk,GER,Résultats:1:48:33.7,marathon-de-natation,10km-h,Gold,1
kristof rasovszky,HUN,Résultats:1:48:59.0,marathon-de-natation,10km-h,Silver,2
gregorio paltrinieri,ITA,Résultats:1:49:01.1,marathon-de-natation,10km-h,Bronze,3
matan roditi,ISR,Résultats:1:49:24.9,marathon-de-natation,10km-h,NA,4
athanasios kynigakis,GRE,Résultats:1:49:29.2,marathon-de-natation,10km-h,NA,5
marc-antoine olivier,FRA,Résultats:1:50:23.0,marathon-de-natation,10km-h,NA,6
ferry weertman,NED,Résultats:1:51:30.8,marathon-de-natation,10km-h,NA,7
michael mcglynn,RSA,Résultats:1:51:32.7,marathon-de-natation,10km-h,NA,8
hau-li fan,CAN,Résultats:1:51:37.0,marathon-de-natation,10km-h,NA,9
jordan wilimovsky,USA,Résultats:1:51:40.2,marathon-de-natation,10km-h,NA,10
rob muffels,GER,Résultats:1:53:03.3,marathon-de-natation,10km-h,NA,11
kai edwards,AUS,Résultats:1:53:04.0,marathon-de-natation,10km-h,NA,12
taishin minamide,JPN,Résultats:1:53:07.5,marathon-de-natation,10km-h,NA,13
mario sanzullo,ITA,Résultats:1:53:08.6,marathon-de-natation,10km-h,NA,14
david farinango,ECU,Résultats:1:53:09.8,marathon-de-natation,10km-h,NA,15
phillip seidler,NAM,Résultats:1:53:14.1,marathon-de-natation,10km-h,NA,16
daniel delgadillo faisal,MEX,Résultats:1:53:14.4,marathon-de-natation,10km-h,NA,17
alberto martinez,ESP,Résultats:1:53:16.4,marathon-de-natation,10km-h,NA,18
kirill abrosimov,ROC,Résultats:1:54:29.3,marathon-de-natation,10km-h,NA,19
oussama mellouli,TUN,Résultats:1:56:33.3,marathon-de-natation,10km-h,NA,20
jose luis del villar galan,KAZ,Résultats:1:57:53.7,marathon-de-natation,10km-h,NA,21
william yan thorley,HKG,Résultats:1:58:33.4,marathon-de-natation,10km-h,NA,22
tiago campos,POR,Résultats:1:59:42.0,marathon-de-natation,10km-h,NA,23
matej kozubek,CZE,Résultats:2:01:52.1,marathon-de-natation,10km-h,NA,24
hector thomas cheal pardoe,GBR,Résultats:N'a pas terminé,marathon-de-natation,10km-h,NA,Non classé
david aubry,FRA,Résultats:N'a pas terminé,marathon-de-natation,10km-h,NA,Non classé
galal yafai,GBR,Unknown,boxe,mouche-48-52kg-h,Gold,1
carlo paalam,PHI,Unknown,boxe,mouche-48-52kg-h,Silver,2
saken bibossinov,KAZ,Unknown,boxe,mouche-48-52kg-h,Bronze,3
ryomei tanaka,JPN,Unknown,boxe,mouche-48-52kg-h,Bronze,3
yosbany veitia,CUB,Unknown,boxe,mouche-48-52kg-h,NA,=5
shakhobidin zoirov,UZB,Unknown,boxe,mouche-48-52kg-h,NA,=5
gabriel escobar mascunano,ESP,Unknown,boxe,mouche-48-52kg-h,NA,=5
yuberjen herney martinez rivas,COL,Unknown,boxe,mouche-48-52kg-h,NA,=5
patrick chinyemba,ZAM,Unknown,boxe,mouche-48-52kg-h,NA,=9
mohamed flissi,ALG,Unknown,boxe,mouche-48-52kg-h,NA,=9
billal bennama,FRA,Unknown,boxe,mouche-48-52kg-h,NA,=9
jianguan hu,CHN,Unknown,boxe,mouche-48-52kg-h,NA,=9
tetteh sulemanu,GHA,Unknown,boxe,mouche-48-52kg-h,NA,=9
daniel david varela de pina,CPV,Unknown,boxe,mouche-48-52kg-h,NA,=9
daniel asenov,BUL,Unknown,boxe,mouche-48-52kg-h,NA,=9
amit amit,IND,Unknown,boxe,mouche-48-52kg-h,NA,=9
brendan emmet irvine,IRL,Unknown,boxe,mouche-48-52kg-h,NA,=17
koryun soghomonyan,ARM,Unknown,boxe,mouche-48-52kg-h,NA,=17
yankiel rivera figueroa,PUR,Unknown,boxe,mouche-48-52kg-h,NA,=17
yoel segundo finol,VEN,Unknown,boxe,mouche-48-52kg-h,NA,=17
batuhan ciftci,TUR,Unknown,boxe,mouche-48-52kg-h,NA,=17
ramon nicanor quiroga,ARG,Unknown,boxe,mouche-48-52kg-h,NA,=17
rajab otukile mahommed,BOT,Unknown,boxe,mouche-48-52kg-h,NA,=17
alex winwood,AUS,Unknown,boxe,mouche-48-52kg-h,NA,=17
sakhil alakhverdovi,GEO,Unknown,boxe,mouche-48-52kg-h,NA,=17
rodrigo marte de la rosa,DOM,Unknown,boxe,mouche-48-52kg-h,NA,=17
cosmin-petre girleanu,ROU,Unknown,boxe,mouche-48-52kg-h,NA,=17
lijiao gong,CHN,Résultats:20.58,athletisme,lancer-du-poids-f,Gold,1
raven saunders,USA,Résultats:19.79,athletisme,lancer-du-poids-f,Silver,2
valerie adams,NZL,Résultats:19.62,athletisme,lancer-du-poids-f,Bronze,3
auriole dongmo,POR,Résultats:19.57,athletisme,lancer-du-poids-f,NA,4
jiayuan song,CHN,Résultats:19.14,athletisme,lancer-du-poids-f,NA,5
maddison-lee wesche,NZL,Résultats:18.98,athletisme,lancer-du-poids-f,NA,6
fanny roos,SWE,Résultats:18.91,athletisme,lancer-du-poids-f,NA,7
sara gambetta,GER,Résultats:18.88,athletisme,lancer-du-poids-f,NA,8
aliona dubitskaya,BLR,Résultats:18.73,athletisme,lancer-du-poids-f,NA,9
yang gao,CHN,Résultats:18.67,athletisme,lancer-du-poids-f,NA,10
portious warren,TTO,Résultats:18.32,athletisme,lancer-du-poids-f,NA,11
jessica ramsey,USA,Résultats:Aucune marque,athletisme,lancer-du-poids-f,NA,Non classé
zaurbek sidakov,ROC,Résultats:14,lutte,libre-74kg-h,Gold,1
mahamedkhabib kadzimahamedau,BLR,Résultats:10,lutte,libre-74kg-h,Silver,2
kyle douglas dake,USA,Résultats:10,lutte,libre-74kg-h,Bronze,3
bekzod abdurakhmonov,UZB,Résultats:13,lutte,libre-74kg-h,Bronze,3
frank chamizo marquez,ITA,Résultats:7,lutte,libre-74kg-h,NA,=5
daniyar kaisanov,KAZ,Résultats:9,lutte,libre-74kg-h,NA,=5
amr reda ramadan hussen,EGY,Résultats:4,lutte,libre-74kg-h,NA,7
turan bayramov,AZE,Résultats:4,lutte,libre-74kg-h,NA,8
jeandry garzon caballero,CUB,Résultats:1,lutte,libre-74kg-h,NA,9
vasyl mykhailov,UKR,Résultats:1,lutte,libre-74kg-h,NA,10
augusto midana,GBS,Résultats:1,lutte,libre-74kg-h,NA,11
avtandil kentchadze,GEO,Résultats:1,lutte,libre-74kg-h,NA,12
kamil rybicki,POL,Résultats:1,lutte,libre-74kg-h,NA,13
keisuke otoguro,JPN,Résultats:0,lutte,libre-74kg-h,NA,14
mostafa mohabbali hosseinkhani,IRI,Résultats:0,lutte,libre-74kg-h,NA,15
franklin gomez,PUR,Résultats:0,lutte,libre-74kg-h,NA,16
kellie anne harrington,IRL,Unknown,boxe,leger-57-60kg-f,Gold,1
beatriz ferreira,BRA,Unknown,boxe,leger-57-60kg-f,Silver,2
sudaporn seesondee,THA,Unknown,boxe,leger-57-60kg-f,Bronze,3
mira potkonen,FIN,Unknown,boxe,leger-57-60kg-f,Bronze,3
imane khelif,ALG,Unknown,boxe,leger-57-60kg-f,NA,=5
raykhona kodirova,UZB,Unknown,boxe,leger-57-60kg-f,NA,=5
caroline dubois,GBR,Unknown,boxe,leger-57-60kg-f,NA,=5
esra yildiz,TUR,Unknown,boxe,leger-57-60kg-f,NA,=5
rebecca nicoli,ITA,Unknown,boxe,leger-57-60kg-f,NA,=9
shih-yi wu,TPE,Unknown,boxe,leger-57-60kg-f,NA,=9
simranjit kaur baatth,IND,Unknown,boxe,leger-57-60kg-f,NA,=9
yeonji oh,KOR,Unknown,boxe,leger-57-60kg-f,NA,=9
mariem homrani ep zayani,TUN,Unknown,boxe,leger-57-60kg-f,NA,=9
naomie yumba,COD,Unknown,boxe,leger-57-60kg-f,NA,=9
rashida ellis,USA,Unknown,boxe,leger-57-60kg-f,NA,=9
dayana erika sanchez,ARG,Unknown,boxe,leger-57-60kg-f,NA,=9
maiva hamadouche,FRA,Unknown,boxe,leger-57-60kg-f,NA,=17
maria jose palacios espinoza,ECU,Unknown,boxe,leger-57-60kg-f,NA,=17
donjeta sadiku,KOS,Unknown,boxe,leger-57-60kg-f,NA,=17
esmeralda falcon reyes,MEX,Unknown,boxe,leger-57-60kg-f,NA,=17
agnes alexiusson,SWE,Unknown,boxe,leger-57-60kg-f,NA,=17
shiying liu,CHN,Résultats:66.34,athletisme,lancer-du-javelot-f,Gold,1
maria andrejczyk,POL,Résultats:64.61,athletisme,lancer-du-javelot-f,Silver,2
kelsey-lee roberts,AUS,Résultats:64.56,athletisme,lancer-du-javelot-f,Bronze,3
eda tugsuz,TUR,Résultats:64.00,athletisme,lancer-du-javelot-f,NA,4
huihui lyu,CHN,Résultats:63.41,athletisme,lancer-du-javelot-f,NA,5
kathryn mitchell,AUS,Résultats:61.82,athletisme,lancer-du-javelot-f,NA,6
liveta jasiunaite,LTU,Résultats:60.06,athletisme,lancer-du-javelot-f,NA,7
mackenzie little,AUS,Résultats:59.96,athletisme,lancer-du-javelot-f,NA,8
christin hussong,GER,Résultats:59.94,athletisme,lancer-du-javelot-f,NA,9
maggie malone,USA,Résultats:59.82,athletisme,lancer-du-javelot-f,NA,10
madara palameika,LAT,Résultats:58.70,athletisme,lancer-du-javelot-f,NA,11
haruka kitaguchi,JPN,Résultats:55.42,athletisme,lancer-du-javelot-f,NA,12
tianshi zhong,CHN,Unknown,cyclisme-sur-piste,sprint-equipe-f,Gold,1
shanju bao,CHN,Unknown,cyclisme-sur-piste,sprint-equipe-f,Gold,1
emma hinze,GER,Unknown,cyclisme-sur-piste,sprint-equipe-f,Silver,2
lea sophie friedrich,GER,Unknown,cyclisme-sur-piste,sprint-equipe-f,Silver,2
daria shmeleva,ROC,Unknown,cyclisme-sur-piste,sprint-equipe-f,Bronze,3
anastasiia voinova,ROC,Unknown,cyclisme-sur-piste,sprint-equipe-f,Bronze,3
laurine van riessen,NED,Unknown,cyclisme-sur-piste,sprint-equipe-f,NA,4
shanne braspennincx,NED,Unknown,cyclisme-sur-piste,sprint-equipe-f,NA,4
migle marozaite,LTU,Unknown,cyclisme-sur-piste,sprint-equipe-f,NA,5
simona krupeckaite,LTU,Unknown,cyclisme-sur-piste,sprint-equipe-f,NA,5
luz daniela gaxiola gonzalez,MEX,Unknown,cyclisme-sur-piste,sprint-equipe-f,NA,6
yuli verdugo osuna,MEX,Unknown,cyclisme-sur-piste,sprint-equipe-f,NA,6
urszula los,POL,Unknown,cyclisme-sur-piste,sprint-equipe-f,NA,7
marlena karwacka,POL,Unknown,cyclisme-sur-piste,sprint-equipe-f,NA,7
liubov basova,UKR,Unknown,cyclisme-sur-piste,sprint-equipe-f,NA,8
olena starikova,UKR,Unknown,cyclisme-sur-piste,sprint-equipe-f,NA,8
chenchen guan,CHN,Résultats:14.633,gymnastique-artistique,poutre-f,Gold,1
xijing tang,CHN,Résultats:14.233,gymnastique-artistique,poutre-f,Silver,2
simone biles,USA,Résultats:14.000,gymnastique-artistique,poutre-f,Bronze,3
elsabeth black,CAN,Résultats:13.866,gymnastique-artistique,poutre-f,NA,4
sunisa lee,USA,Résultats:13.866,gymnastique-artistique,poutre-f,NA,5
urara ashikawa,JPN,Résultats:13.733,gymnastique-artistique,poutre-f,NA,6
flavia saraiva,BRA,Résultats:13.133,gymnastique-artistique,poutre-f,NA,7
vladislava urazova,ROC,Résultats:12.733,gymnastique-artistique,poutre-f,NA,8
lauren price,GBR,Unknown,boxe,moyen-69-75kg-f,Gold,1
qian li,CHN,Unknown,boxe,moyen-69-75kg-f,Silver,2
nouchka fontijn,NED,Unknown,boxe,moyen-69-75kg-f,Bronze,3
zenfira magomedalieva,ROC,Unknown,boxe,moyen-69-75kg-f,Bronze,3
atheyna bylon,PAN,Unknown,boxe,moyen-69-75kg-f,NA,=5
pooja rani,IND,Unknown,boxe,moyen-69-75kg-f,NA,=5
tammara thibeault,CAN,Unknown,boxe,moyen-69-75kg-f,NA,=5
rady gramane,MOZ,Unknown,boxe,moyen-69-75kg-f,NA,=5
myagmarjargal munkhbat,MGL,Unknown,boxe,moyen-69-75kg-f,NA,=9
aoife o'rourke,IRL,Unknown,boxe,moyen-69-75kg-f,NA,=9
elzbieta wojcik,POL,Unknown,boxe,moyen-69-75kg-f,NA,=9
naomi graham,USA,Unknown,boxe,moyen-69-75kg-f,NA,=9
caitlin parker,AUS,Unknown,boxe,moyen-69-75kg-f,NA,=9
ichrak chaib,ALG,Unknown,boxe,moyen-69-75kg-f,NA,=9
nadezhda ryabets,KAZ,Unknown,boxe,moyen-69-75kg-f,NA,=9
erika stefania pachito jurado,ECU,Unknown,boxe,moyen-69-75kg-f,NA,=9
vito dell'aquila,ITA,Unknown,taekwondo,58kg-h,Gold,1
mohamed khalil jendoubi,TUN,Unknown,taekwondo,58kg-h,Silver,2
jun jang,KOR,Unknown,taekwondo,58kg-h,Bronze,3
mikhail artamonov,ROC,Unknown,taekwondo,58kg-h,Bronze,3
lucas guzman,ARG,Unknown,taekwondo,58kg-h,NA,=5
omar salim,HUN,Unknown,taekwondo,58kg-h,NA,=5
solomon demse,ETH,Unknown,taekwondo,58kg-h,NA,=7
ramnarong sawekwiharee,THA,Unknown,taekwondo,58kg-h,NA,=7
adrian vicente yunta,ESP,Unknown,taekwondo,58kg-h,NA,=9
armin hadipour seighalani,IRI,Unknown,taekwondo,58kg-h,NA,=9
safwan khalil,AUS,Unknown,taekwondo,58kg-h,NA,=11
jefferson alfredo ochoa fernandez,COL,Unknown,taekwondo,58kg-h,NA,=11
jack woolley,IRL,Unknown,taekwondo,58kg-h,NA,=11
sergio suzuki,JPN,Unknown,taekwondo,58kg-h,NA,=11
kurt bryan barbosa,PHI,Unknown,taekwondo,58kg-h,NA,=11
rui braganca,POR,Unknown,taekwondo,58kg-h,NA,=11
joshua kiprui cheptegei,UGA,Résultats:12:58.15,athletisme,5000m-h,Gold,1
mohammed ahmed,CAN,Résultats:12:58.61,athletisme,5000m-h,Silver,2
paul kipkemoi chelimo,USA,Résultats:12:59.05,athletisme,5000m-h,Bronze,3
nicholas kipkorir kimeli,KEN,Résultats:12:59.17,athletisme,5000m-h,NA,4
jacob kiplimo,UGA,Résultats:13:02.40,athletisme,5000m-h,NA,5
birhanu balew,BRN,Résultats:13:03.20,athletisme,5000m-h,NA,6
justyn knight,CAN,Résultats:13:04.38,athletisme,5000m-h,NA,7
mohamed katir,ESP,Résultats:13:06.60,athletisme,5000m-h,NA,8
grant fisher,USA,Résultats:13:08.40,athletisme,5000m-h,NA,9
milkesa mengesha,ETH,Résultats:13:08.50,athletisme,5000m-h,NA,10
andrew butchart,GBR,Résultats:13:09.97,athletisme,5000m-h,NA,11
luis grijalva,GUA,Résultats:13:10.09,athletisme,5000m-h,NA,12
jimmy gressier,FRA,Résultats:13:11.33,athletisme,5000m-h,NA,13
william kincaid,USA,Résultats:13:17.20,athletisme,5000m-h,NA,14
dawit fikadu,BRN,Résultats:13:20.24,athletisme,5000m-h,NA,15
oscar chelimo,UGA,Résultats:13:44.45,athletisme,5000m-h,NA,16
robert finke,USA,Résultats:14:39.65,natation,1500m-nage-libre-h,Gold,1
mykhailo romanchuk,UKR,Résultats:14:40.66,natation,1500m-nage-libre-h,Silver,2
florian wellbROCk,GER,Résultats:14:40.91,natation,1500m-nage-libre-h,Bronze,3
gregorio paltrinieri,ITA,Résultats:14:45.01,natation,1500m-nage-libre-h,NA,4
daniel jervis,GBR,Résultats:14:55.48,natation,1500m-nage-libre-h,NA,5
kirill martynychev,ROC,Résultats:14:55.85,natation,1500m-nage-libre-h,NA,6
felix auboeck,AUT,Résultats:15:03.47,natation,1500m-nage-libre-h,NA,7
serhii frolov,UKR,Résultats:15:04.26,natation,1500m-nage-libre-h,NA,8
hansle parchment,JAM,Résultats:13.04,athletisme,110m-haies-h,Gold,1
grant holloway,USA,Résultats:13.09,athletisme,110m-haies-h,Silver,2
ronald levy,JAM,Résultats:13.10,athletisme,110m-haies-h,Bronze,3
devon allen,USA,Résultats:13.14,athletisme,110m-haies-h,NA,4
pascal martinot-lagarde,FRA,Résultats:13.16,athletisme,110m-haies-h,NA,5
asier martinez,ESP,Résultats:13.22,athletisme,110m-haies-h,NA,6
andrew pozzi,GBR,Résultats:13.30,athletisme,110m-haies-h,NA,7
aurel manga,FRA,Résultats:13.38,athletisme,110m-haies-h,NA,8
carissa moore,USA,Unknown,surf,femme,Gold,1
bianca buitendag,RSA,Unknown,surf,femme,Silver,2
amuro tsuzuki,JPN,Unknown,surf,femme,Bronze,3
caroline marks,USA,Unknown,surf,femme,NA,4
sally fitzgibbons,AUS,Unknown,surf,femme,NA,=5
brisa hennessy,CRC,Unknown,surf,femme,NA,=5
yolanda hopkins,POR,Unknown,surf,femme,NA,=5
silvana lima,BRA,Unknown,surf,femme,NA,=5
pauline ado,FRA,Unknown,surf,femme,NA,=9
teresa bonvalot,POR,Unknown,surf,femme,NA,=9
johanne defay,FRA,Unknown,surf,femme,NA,=9
stephanie gilmore,AUS,Unknown,surf,femme,NA,=9
mahina maeda,JPN,Unknown,surf,femme,NA,=9
sofia mulanovich,PER,Unknown,surf,femme,NA,=9
tatiana weston-webb,BRA,Unknown,surf,femme,NA,=9
ella williams,NZL,Unknown,surf,femme,NA,=9
anat lelior,ISR,Unknown,surf,femme,NA,=17
leilani mcgonagle,CRC,Unknown,surf,femme,NA,=17
dominic barona,ECU,Unknown,surf,femme,NA,=19
daniella rosas,PER,Unknown,surf,femme,NA,=19
anastasija zolotic,USA,Unknown,taekwondo,57kg-f,Gold,1
tatiana kudashova,ROC,Unknown,taekwondo,57kg-f,Silver,2
chia-ling lo,TPE,Unknown,taekwondo,57kg-f,Bronze,3
hatice kubra ilgun,TUR,Unknown,taekwondo,57kg-f,Bronze,3
kimia alizadeh zenozi,EOR,Unknown,taekwondo,57kg-f,NA,=5
tekiath ben yessouf,NIG,Unknown,taekwondo,57kg-f,NA,=5
fani tzeli,GRE,Unknown,taekwondo,57kg-f,NA,=7
nada laaraj,MAR,Unknown,taekwondo,57kg-f,NA,=7
skylar park,CAN,Unknown,taekwondo,57kg-f,NA,=9
lijun zhou,CHN,Unknown,taekwondo,57kg-f,NA,=9
stacey hymer,AUS,Unknown,taekwondo,57kg-f,NA,=11
nishi lee lindo alvarez,CRC,Unknown,taekwondo,57kg-f,NA,=11
jade jones,GBR,Unknown,taekwondo,57kg-f,NA,=11
mayu hamada,JPN,Unknown,taekwondo,57kg-f,NA,=11
ahreum lee,KOR,Unknown,taekwondo,57kg-f,NA,=11
patrycja adamkiewicz,POL,Unknown,taekwondo,57kg-f,NA,=11
nahid kiyanichandeh,IRI,Unknown,taekwondo,57kg-f,NA,17
kristian blummenfelt,NOR,Résultats:1:45:04,triathlon,individuel-h,Gold,1
alex yee,GBR,Résultats:1:45:15,triathlon,individuel-h,Silver,2
hayden wilde,NZL,Résultats:1:45:24,triathlon,individuel-h,Bronze,3
marten van riel,BEL,Résultats:1:45:52,triathlon,individuel-h,NA,4
jonathan brownlee,GBR,Résultats:1:45:53,triathlon,individuel-h,NA,5
kevin mcdowell,USA,Résultats:1:45:54,triathlon,individuel-h,NA,6
bence bicsak,HUN,Résultats:1:45:56,triathlon,individuel-h,NA,7
gustav iden,NOR,Résultats:1:46:00,triathlon,individuel-h,NA,8
max studer,SUI,Résultats:1:46:06,triathlon,individuel-h,NA,9
mario mola,ESP,Résultats:1:46:13,triathlon,individuel-h,NA,10
casper stornes,NOR,Résultats:1:46:19,triathlon,individuel-h,NA,11
fernando alarza,ESP,Résultats:1:46:22,triathlon,individuel-h,NA,12
vincent luis,FRA,Résultats:1:46:24,triathlon,individuel-h,NA,13
kenji nener,JPN,Résultats:1:46:24,triathlon,individuel-h,NA,14
tyler mislawchuk,CAN,Résultats:1:46:28,triathlon,individuel-h,NA,15
jacob birtwhistle,AUS,Résultats:1:46:32,triathlon,individuel-h,NA,16
dorian coninx,FRA,Résultats:1:46:48,triathlon,individuel-h,NA,17
tayler reid,NZL,Résultats:1:46:54,triathlon,individuel-h,NA,18
makoto odakura,JPN,Résultats:1:47:03,triathlon,individuel-h,NA,19
shachar sagiv,ISR,Résultats:1:47:10,triathlon,individuel-h,NA,20
leo bergere,FRA,Résultats:1:47:20,triathlon,individuel-h,NA,21
andrea salvisberg,SUI,Résultats:1:47:25,triathlon,individuel-h,NA,22
joao silva,POR,Résultats:1:47:30,triathlon,individuel-h,NA,23
matthew hauser,AUS,Résultats:1:47:35,triathlon,individuel-h,NA,24
javier gomez noya,ESP,Résultats:1:47:46,triathlon,individuel-h,NA,25
aaron royle,AUS,Résultats:1:47:57,triathlon,individuel-h,NA,26
joao pereira,POR,Résultats:1:48:03,triathlon,individuel-h,NA,27
manoel messias,BRA,Résultats:1:48:11,triathlon,individuel-h,NA,28
tamas toth,HUN,Résultats:1:48:19,triathlon,individuel-h,NA,29
diego moya,CHI,Résultats:1:48:29,triathlon,individuel-h,NA,30
crisanto grajales,MEX,Résultats:1:48:36,triathlon,individuel-h,NA,31
dmitriy polyanskiy,ROC,Résultats:1:48:46,triathlon,individuel-h,NA,32
oscar coggins,HKG,Résultats:1:48:55,triathlon,individuel-h,NA,33
lukas hollaus,AUT,Résultats:1:48:59,triathlon,individuel-h,NA,34
ran sagiv,ISR,Résultats:1:49:04,triathlon,individuel-h,NA,35
felix duchampt,ROU,Résultats:1:49:06,triathlon,individuel-h,NA,36
gianluca pozzatti,ITA,Résultats:1:49:14,triathlon,individuel-h,NA,37
jonas schomburg,GER,Résultats:1:49:34,triathlon,individuel-h,NA,38
delian stateff,ITA,Résultats:1:50:00,triathlon,individuel-h,NA,39
justus nieschlag,GER,Résultats:1:50:10,triathlon,individuel-h,NA,40
rostyslav pevtsov,AZE,Résultats:1:50:46,triathlon,individuel-h,NA,41
morgan pearson,USA,Résultats:1:52:05,triathlon,individuel-h,NA,42
stefan zachaus,LUX,Résultats:1:52:21,triathlon,individuel-h,NA,43
mehdi essadiq,MAR,Résultats:1:53:25,triathlon,individuel-h,NA,44
irving perez,MEX,Résultats:1:54:02,triathlon,individuel-h,NA,45
mohamad maso,SYR,Résultats:1:54:12,triathlon,individuel-h,NA,46
russell white,IRL,Résultats:1:54:40,triathlon,individuel-h,NA,47
matthew sharpe,CAN,Résultats:1:57:32,triathlon,individuel-h,NA,48
igor polyanskiy,ROC,Résultats:Disqualifié,triathlon,individuel-h,NA,Non classé
henri schoeman,RSA,Résultats:N'a pas terminé,triathlon,individuel-h,NA,Non classé
alois knabl,AUT,Résultats:N'a pas terminé,triathlon,individuel-h,NA,Non classé
faith chepngetich kipyegon,KEN,Résultats:3:53.11,athletisme,1500m-f,Gold,1
laura muir,GBR,Résultats:3:54.50,athletisme,1500m-f,Silver,2
sifan hassan,NED,Résultats:3:55.86,athletisme,1500m-f,Bronze,3
freweyni gebreezibeher,ETH,Résultats:3:57.60,athletisme,1500m-f,NA,4
gabriela stafford,CAN,Résultats:3:58.93,athletisme,1500m-f,NA,5
linden hall,AUS,Résultats:3:59.01,athletisme,1500m-f,NA,6
winnie nanyondo,UGA,Résultats:3:59.80,athletisme,1500m-f,NA,7
nozomi tanaka,JPN,Résultats:3:59.95,athletisme,1500m-f,NA,8
marta perez,ESP,Résultats:4:00.12,athletisme,1500m-f,NA,9
elinor purrier st. pierre,USA,Résultats:4:01.75,athletisme,1500m-f,NA,10
jessica hull,AUS,Résultats:4:02.63,athletisme,1500m-f,NA,11
cory ann mcgee,USA,Résultats:4:05.50,athletisme,1500m-f,NA,12
kristiina maki,CZE,Résultats:4:11.76,athletisme,1500m-f,NA,13
zuzana stefecekova,SVK,Unknown,tir,trap-femme,Gold,1
kayle browning,USA,Unknown,tir,trap-femme,Silver,2
alessandra perilli,SMR,Unknown,tir,trap-femme,Bronze,3
laetisha scanlan,AUS,Unknown,tir,trap-femme,NA,4
silvana stanco,ITA,Unknown,tir,trap-femme,NA,5
penny smith,AUS,Unknown,tir,trap-femme,NA,6
madelynn ann bernau,USA,Unknown,tir,trap-femme,NA,7
jessica rossi,ITA,Unknown,tir,trap-femme,NA,8
sandra bernal,POL,Unknown,tir,trap-femme,NA,9
natalie rooney,NZL,Unknown,tir,trap-femme,NA,10
xiaojing wang,CHN,Unknown,tir,trap-femme,NA,11
carole cormenier,FRA,Unknown,tir,trap-femme,NA,12
alejandra ramirez caballero,MEX,Unknown,tir,trap-femme,NA,13
fatima galvez,ESP,Unknown,tir,trap-femme,NA,14
daria semianova,ROC,Unknown,tir,trap-femme,NA,15
kirsty hegarty,GBR,Unknown,tir,trap-femme,NA,16
ekaterina subbotina,ROC,Unknown,tir,trap-femme,NA,17
weiyun deng,CHN,Unknown,tir,trap-femme,NA,18
yukie nakayama,JPN,Unknown,tir,trap-femme,NA,19
selin ali,BUL,Unknown,tir,trap-femme,NA,20
ray bassil,LBN,Unknown,tir,trap-femme,NA,21
maggy ashmawy,EGY,Unknown,tir,trap-femme,NA,22
ana waleska soto abril,GUA,Unknown,tir,trap-femme,NA,23
satu makela-nummela,FIN,Unknown,tir,trap-femme,NA,24
melanie couzy,FRA,Unknown,tir,trap-femme,NA,25
adriana ruano oliva,GUA,Unknown,tir,trap-femme,NA,26
fares ibrahim e. h. elbakh,QAT,Résultats:402,halterophilie,96kg-h,Gold,1
keydomar giovanni vallenilla sanchez,VEN,Résultats:387,halterophilie,96kg-h,Silver,2
anton pliesnoi,GEO,Résultats:387,halterophilie,96kg-h,Bronze,3
boady robert santavy,CAN,Résultats:386,halterophilie,96kg-h,NA,4
po-jen chen,TPE,Résultats:381,halterophilie,96kg-h,NA,5
bekdoolot rasulbekov,KGZ,Résultats:374,halterophilie,96kg-h,NA,6
bartlomiej stefan adamus,POL,Résultats:360,halterophilie,96kg-h,NA,7
dongju yu,KOR,Résultats:360,halterophilie,96kg-h,NA,8
olfides saez vera,CUB,Résultats:359,halterophilie,96kg-h,NA,9
